movieId,title,genres,rating
177595,Monster on the Campus (1958),Sci-Fi,4.5
179055,2036: Nexus Dawn (2017),Sci-Fi,4.5
187043,Faust: Love of the Damned (2001),Sci-Fi,4.5
192083,Mutant War (1988),Sci-Fi,4.5
201038,Helldriver (2010),Sci-Fi,4.5
2209,Young and Innocent (1937),Thriller,5.0
25911,"Woman in the Window, The (1944)",Thriller,5.0
26612,"Better Tomorrow II, A (Ying hung boon sik II) (1987)",Thriller,5.0
27431,"Adversary, The (L'adversaire) (2002)",Thriller,5.0
39931,Damnation Alley (1977),Thriller,5.0
76772,Carne (1991),Thriller,5.0
103736,Scenic Route (2013),Thriller,5.0
104576,"Seasoning House, The (2012)",Thriller,5.0
108447,Atrocious (2010),Thriller,5.0
117346,Secrets Of State (2008),Thriller,5.0
117740,The Fake (2013),Thriller,5.0
118252,All Cheerleaders Die (2013),Thriller,5.0
151367,Twisted Seduction (2010),Thriller,5.0
151781,Ghost in the Shell: Solid State Society (2006),Thriller,5.0
165885,Smoke & Mirrors (2016),Thriller,5.0
166235,Shut In (2016),Thriller,5.0
169902,Sleight (2017),Thriller,5.0
173151,Vampyres (1974),Thriller,5.0
176927,Woodshock (2017),Thriller,5.0
177737,Memoir of a Murderer (2017),Thriller,5.0
185975,Fast Color (2018),Thriller,5.0
166568,Miss Sloane (2016),Thriller,4.642857142857143
107649,Borgman (2013),Thriller,4.625
5416,Cherish (2002),Thriller,4.5
6971,Europa (Zentropa) (1991),Thriller,4.5
8506,Fear X (2003),Thriller,4.5
26002,Confidential Report (1955),Thriller,4.5
27005,"Interview, The (1998)",Thriller,4.5
32239,Save the Green Planet! (Jigureul jikyeora!) (2003),Thriller,4.5
33893,"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime) (2004)",Thriller,4.5
41828,Don't Look Now: We're Being Shot At (La grande vadrouille) (1966),War,5.0
73954,Air Force (1943),War,5.0
80191,Fear and Desire (1953),War,5.0
90312,Quiet Flows the Don (Tikhiy Don) (1957),War,5.0
95604,The War (2007),War,5.0
115969,Generation War (2013),War,5.0
126947,Carriage to Vienna (1966),War,5.0
131166,WWII IN HD (2009),War,5.0
172017,Hatred (2016),War,5.0
26325,Hearts and Minds (1974),War,4.833333333333333
39768,Life is a Miracle (Zivot je cudo) (2004),War,4.75
83450,Brest Fortress (Brestskaya krepost) (2010),War,4.75
117364,Virunga (2014),War,4.666666666666667
6896,Shoah (1985),War,4.625
93040,"Civil War, The (1990)",War,4.545454545454546
6061,Kedma (2002),War,4.5
25751,"Big Parade, The (1925)",War,4.5
26158,Closely Watched Trains (Ostre sledované vlaky) (1966),War,4.5
26822,The Puppetmaster (1993),War,4.5
32906,"Ascent, The (Voskhozhdeniye) (1977)",War,4.5
32974,Black Rain (Kuroi ame) (1989),War,4.5
50892,Izo (2004),War,4.5
58111,Jodhaa Akbar (2008),War,4.5
60341,Standard Operating Procedure (2008),War,4.5
60391,Alexandra (Aleksandra) (2007),War,4.5
61473,"Secret, A (Un secret) (2007)",War,4.5
68486,Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009),War,4.5
69911,Senso (1954),War,4.5
72178,Welcome to Dongmakgol (2005),War,4.5
77596,Lebanon (2009),War,4.5
57484,3 Bad Men (1926),Western,5.0
78898,"Big Hand for the Little Lady, A (1966)",Western,5.0
128695,The Dark Valley (2014),Western,5.0
8618,Johnny Guitar (1954),Western,4.5
57476,The Cheyenne Social Club (1970),Western,4.5
63793,Wagon Master (1950),Western,4.5
117565,God Forgives... I Don't! (1967),Western,4.5
165985,Rawhide (1951),Western,4.5
5199,"Long Riders, The (1980)",Western,4.25
3037,Little Big Man (1970),Western,4.2265625
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Western,4.2218045112781954
3133,Go West (1925),Western,4.2
4791,Valdez Is Coming (1971),Western,4.166666666666667
25938,Fort Apache (1948),Western,4.166666666666667
800,Lone Star (1996),Western,4.1568627450980395
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Western,4.118888888888889
3508,"Outlaw Josey Wales, The (1976)",Western,4.111111111111111
26258,"Topo, El (1970)",Western,4.107142857142857
1304,Butch Cassidy and the Sundance Kid (1969),Western,4.090163934426229
6412,Destry Rides Again (1939),Western,4.083333333333333
3681,For a Few Dollars More (Per qualche dollaro in più) (1965),Western,4.043165467625899
3467,Hud (1963),Western,4.042553191489362
1254,"Treasure of the Sierra Madre, The (1948)",Western,4.026717557251908
4406,"Man Who Shot Liberty Valance, The (1962)",Western,4.024390243902439
56782,There Will Be Blood (2007),Western,4.023404255319149
99114,Django Unchained (2012),Western,4.019114688128773
3365,"Searchers, The (1956)",Western,4.009803921568627
2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Western,4.005780346820809
2070,Tender Mercies (1983),Western,4.0
3601,"Castaway Cowboy, The (1974)",Western,4.0
